"CD_MUNICIPIO";"NOME_MUNICIPIO"
"33750000";"Transferências a Instituições Multigovernamentais – LC 141 – Artigo 24"
"33754100";"Contribuições"
"33760000";"Transferências a Instituições Multigovernamentais – LC 141 – Artigo 25"
"33764100";"Contribuições"
"33800000";"Transferências ao Exterior"
"33800400";"Contratação por Tempo Determinado"
"33801400";"Diárias – Civil"
"33803000";"Material de Consumo"
"33803001";"Suprimentos de Informática"
"33803002";"Combustíveis e Lubrificantes"
"33803003";"Material de Escritório, Expediente"
"33803004";"Medicamentos"
"33803005";"Material de Processamento de Dados"
"33803006";"Material para Manutenção de Veículos"
"33803007";"Material para Manutenção de Bens Móveis"
"33803008";"Material para Manutenção de Bens Imóveis"
"33803009";"Material para Manutenção de Máquinas e Embarcações"
"33803010";"Material Odontológico, Hospitalar e Ambulatorial"
"33803011";"Gêneros Alimentícios – Merenda Escolar"
"33803012";"Gêneros Alimentícios – Outros"
"33803099";"Material de Consumo – Outros"
"33803300";"Passagens e Despesas com Locomoção"
"33803301";"Passagens Aéreas"
"33803302";"Passagens Terrestres"
"33803303";"Passagens Marítimas e Fluviais"
"33803399";"Outras Despesas com Locomoção"
"33803500";"Serviços de Consultoria"
"33803600";"Pessoa Física"
"33803601";"Locação de Imóvel"
"33803602";"Serviços de Natureza Eventual"
"33803603";"Estagiários e Monitores"
"33803699";"Pessoa Física"
"33803700";"Obra"
"33803900";"Pessoa Jurídica"
"33803901";"Publicidade e Propaganda"
"33803902";"Locação de Veículos"
"33803903";"Locação de Imóvel"
"33803904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33803905";"Transporte de Resíduos Sólidos (Lixo)"
"33803906";"Serviços de Informática"
"33803907";"Serviços Gráficos"
"33803908";"Passagens Aéreas"
"33803909";"Serviços de Telefonia"
"33803910";"Serviços de Energia Elétrica"
"33803911";"Serviços de Fornecimento de Água"
"33803912";"Serviços de Cópias e Encadernações"
"33803913";"Serviços de Postagens"
"33803914";"Transporte"
"33803915";"Locação de Software"
"33803916";"Locação de Máquinas e Tratores"
"33803917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33803999";"Pessoa Jurídica"
"33804000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33804100";"Contribuições"
"33809200";"Despesas de Exercícios Anteriores"
"33809700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33900000";"Aplicações Diretas"
"33900100";"Aposentadorias, Reserva Remunerada e Reformas"
"33900101";"Pagos com Recursos Vinculados (RPPS)"
"33900102";"Pagos com Recursos do Tesouro Municipal"
"33900300";"Pensões do RPPS e do militar"
"33900301";"Pagas com Recursos Vinculado (RPPS)"
"33900302";"Pagas com Recursos do Tesouro Municipal"
"33900400";"Contratação por Tempo Determinado"
"33900500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33900600";"Benefício Mensal ao Deficiente e ao Idoso"
"33900800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33901000";"Outros Benefícios de Natureza Social"
"33901400";"Diárias – Civil"
"33901500";"Diárias – Militar"
"33901800";"Auxílio Financeiro a Estudantes"
"33901900";"Fardamento"
"33902000";"Auxílio Financeiro a Pesquisadores"
"33902600";"Obrigações decorrentes de Política Monetária"
"33902700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33902800";"Remuneração de Cotas de Fundos Autárquicos"
"33902900";"Distribuição de Resultado de Empresas Estatais Dependentes"
"33903000";"Material de Consumo"
"33903001";"Suprimentos de Informática"
"33903002";"Combustíveis e Lubrificantes"
"33903003";"Material de Escritório, Expediente"
"33903004";"Medicamentos"
"33903005";"Material de Processamento de Dados"
"33903006";"Material para Manutenção de Veículos"
"33903007";"Material para Manutenção de Bens Móveis"
"33903008";"Material para Manutenção de Bens Imóveis"
"33903009";"Material para Manutenção de Máquinas e Embarcações"
"33903010";"Material Odontológico, Hospitalar e Ambulatorial"
"33903011";"Gêneros Alimentícios – Merenda Escolar"
"33903012";"Gêneros Alimentícios – Outros"
"33903099";"Material de Consumo – Outros"
"33903100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33903200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33903201";"Medicamentos para Distribuição Gratuita"
"33903202";"Cesta Básica"
"33903204";"Passagens"
"33903205";"Urnas Funerárias"
"33903299";"Outros Materiais para Distribuição Gratuita"
"33903300";"Passagens e Despesas com Locomoção"
"33903301";"Passagens Aéreas"
"33903302";"Passagens Terrestres"
"33903303";"Passagens Marítimas e Fluviais"
"33903399";"Outras Despesas com Locomoção"
"33903400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33903401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33903402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33903500";"Serviços de Consultoria"
"33903501";"Consultoria Contábil"
"33903502";"Consultoria Administrativa"
"33903503";"Consultoria Jurídica"
"33903599";"Outros Serviços de Consultoria"
"33903600";"Pessoa Física"
"33903601";"Locação de Imóvel"
"33903602";"Serviços de Natureza Eventual"
"33903603";"Estagiários e Monitores"
"33903604";"Contratação de Banda/Grupo Musical ou Profissional do Setor Artístico"
"33903605";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33903606";"Serviços prestados por profissionais técnicos em advocacia"
"33903607";"Serviços prestados por profissionais técnicos em contabilidade"
"33903608";"Serviços prestados por profissionais técnicos em engenharia/arquitetura"
"33903699";"Pessoa Física"
"33903700";"Obra"
"33903800";"Arrendamento Mercantil"
"33903900";"Pessoa Jurídica"
"33903901";"Publicidade e Propaganda"
"33903902";"Locação de Veículos"
"33903903";"Locação de Imóvel"
"33903904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33903905";"Transporte de Resíduos Sólidos (Lixo)"
"33903906";"Serviços de Informática"
"33903907";"Serviços Gráficos"
"33903908";"Passagens Aéreas"
"33903909";"Serviços de Telefonia"
"33903910";"Serviços de Energia Elétrica"
"33903911";"Serviços de Fornecimento de Água"
"33903912";"Serviços de Cópias e Encadernações"
"33903913";"Serviços de Postagens"
"33903914";"Transporte"
"33903915";"Locação de Software"
"33903916";"Locação de Máquinas e Tratores"
"33903917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33903918";"Contratação de Empresa/Banda/Grupo Musical ou Profissional do Setor Artístico"
"33903919";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33903920";"Locação de Banheiros Químicos"
"33903921";"Serviços prestados por empresas especializadas em advocacia"
"33903922";"Serviços prestados por empresas especializadas em contabilidade"
"33903923";"Serviços prestados por empresas especializadas em engenharia/arquitetura)"
"33903996";"Publicidade Institucional"
"33903997";"Publicidade de Utilidade Pública"
"33903998";"Publicidade Legal"
"33903999";"Pessoa Jurídica"
"33904000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33904100";"Contribuições"
"33904200";"Auxílios"
"33904300";"Subvenções Sociais"
"33904500";"Subvenções Econômicas"
"33904600";"Alimentação"
"33904700";"Obrigações Tributárias e Contributivas"
"33904800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33904900";"Transporte"
"33905900";"Pensões Especiais"
"33906700";"Depósitos Compulsórios"
"33909100";"Sentenças Judiciais"
"33909200";"Despesas de Exercícios Anteriores"
"33909201";"Publicidade e Propaganda"
"33909262";"Publicidade Institucional"
"33909263";"Publicidade de Utilidade Pública"
"33909264";"Publicidade Legal"
"33909299";"Outras Despesas de Exercícios Anteriores"
"33909300";"Indenizações e Restituições"
"33909400";"Indenizações e Restituições Trabalhistas"
"33909500";"Indenização pela Execução de Trabalhos de Campo"
"33909600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33909700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33909800";"Compensações ao RGPS"
"33910000";"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos"
"33910400";"Contratação por Tempo Determinado"
"33910500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33910800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33911400";"Diárias – Civil"
"33911800";"Auxílio Financeiro a Estudantes"
"33911900";"Fardamento"
"33912000";"Auxílio Financeiro a Pesquisadores"
"33912700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33912800";"Remuneração de Cotas de Fundos Autárquicos"
"33912900";"Distribuição de Resultado de Empresas Estatais Dependentes"
"33913000";"Material de Consumo"
"33913001";"Suprimentos de Informática"
"33913002";"Combustíveis e Lubrificantes"
"33913003";"Material de Escritório, Expediente"
"33913004";"Medicamentos"
"33913005";"Material de Processamento de Dados"
"33913006";"Material para Manutenção de Veículos"
"33913007";"Material para Manutenção de Bens Móveis"
"33913008";"Material para Manutenção de Bens Imóveis"
"33913009";"Material para Manutenção de Máquinas e Embarcações"
"33913010";"Material Odontológico, Hospitalar e Ambulatorial"
"33913011";"Gêneros Alimentícios – Merenda Escolar"
"33913012";"Gêneros Alimentícios – Outros"
"33913099";"Material de Consumo – Outros"
"33913100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33913200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33913201";"Medicamentos para Distribuição Gratuita"
"33913202";"Cesta Básica"
"33913204";"Passagens"
"33913205";"Urnas Funerárias"
"33913299";"Outros Materiais para Distribuição Gratuita"
"33913300";"Passagens e Despesas com Locomoção"
"33913301";"Passagens Aéreas"
"33913302";"Passagens Terrestres"
"33913303";"Passagens Marítimas e Fluviais"
"33913399";"Outras Despesas com Locomoção"
"33913500";"Serviços de Consultoria"
"33913600";"Pessoa Física"
"33913601";"Locação de Imóvel"
"33913602";"Serviços de Natureza Eventual"
"33913603";"Estagiários e Monitores"
"33913699";"Pessoa Física"
"33913700";"Obra"
"33913800";"Arrendamento Mercantil"
"33913900";"Pessoa Jurídica"
"33913901";"Publicidade e Propaganda"
"33913902";"Locação de Veículos"
"33913903";"Locação de Imóvel"
"33913904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33913905";"Transporte de Resíduos Sólidos (Lixo)"
"33913906";"Serviços de Informática"
"33913907";"Serviços Gráficos"
"33913908";"Passagens Aéreas"
"33913909";"Serviços de Telefonia"
"33913910";"Serviços de Energia Elétrica"
"33913911";"Serviços de Fornecimento de Água"
"33913912";"Serviços de Cópias e Encadernações"
"33913913";"Serviços de Postagens"
"33913914";"Transporte"
"33913915";"Locação de Software"
"33913916";"Locação de Máquinas e Tratores"
"33913917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33913999";"Pessoa Jurídica"
"33914000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33914100";"Contribuições"
"33914200";"Auxílios"
"33914300";"Subvenções Sociais"
"33914600";"Alimentação"
"33914700";"Obrigações Tributárias e Contributivas"
"33914800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33914900";"Transporte"
"33916200";"Aquisição de Produtos para Revenda"
"33916700";"Depósitos Compulsórios"
"33919100";"Sentenças Judiciais"
"33919200";"Despesas de Exercícios Anteriores"
"33919300";"Indenizações e Restituições"
"33919500";"Indenização pela Execução de Trabalhos de Campo"
"33919600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33919700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33920000";"Aplicação Direta de Recursos Recebidos de Outros Entes da Federação Decorrentes de Delegação ou Desc"
"33920100";"Aposentadorias, Reserva Remunerada e Reformas"
"33920101";"Pagos com Recursos Vinculados (RPPS)"
"33920102";"Pagos com Recursos do Tesouro Municipal"
"33920300";"Pensões do RPPS e do militar"
"33920301";"Pagas com Recursos Vinculado (RPPS)"
"33920302";"Pagas com Recursos do Tesouro Municipal"
"33920400";"Contratação por Tempo Determinado"
"33920500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33920600";"Benefício Mensal ao Deficiente e ao Idoso"
"33920800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33921000";"Outros Benefícios de Natureza Social"
"33921400";"Diárias – Civil"
"33921500";"Diárias – Militar"
"33921800";"Auxílio Financeiro a Estudantes"
"33921900";"Fardamento"
"33922000";"Auxílio Financeiro a Pesquisadores"
"33922600";"Obrigações decorrentes de Política Monetária"
"33922700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33922800";"Remuneração de Cotas de Fundos Autárquicos"
"33922900";"Distribuição de Resultado de Empresas Estatais Dependentes"
"33923000";"Material de Consumo"
"33923001";"Suprimentos de Informática"
"33923002";"Combustíveis e Lubrificantes"
"33923003";"Material de Escritório, Expediente"
"33923004";"Medicamentos"
"33923005";"Material de Processamento de Dados"
"33923006";"Material para Manutenção de Veículos"
"33923007";"Material para Manutenção de Bens Móveis"
"33923008";"Material para Manutenção de Bens Imóveis"
"33923009";"Material para Manutenção de Máquinas e Embarcações"
"33923010";"Material Odontológico, Hospitalar e Ambulatorial"
"33923011";"Gêneros Alimentícios – Merenda Escolar"
"33923012";"Gêneros Alimentícios – Outros"
"33923099";"Material de Consumo – Outros"
"33923100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33923200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33923201";"Medicamentos para Distribuição Gratuita"
"33923202";"Cesta Básica"
"33923204";"Passagens"
"33923205";"Urnas Funerárias"
"33923299";"Outros Materiais para Distribuição Gratuita"
"33923300";"Passagens e Despesas com Locomoção"
"33923301";"Passagens Aéreas"
"33923302";"Passagens Terrestres"
"33923303";"Passagens Marítimas e Fluviais"
"33923399";"Outras Despesas com Locomoção"
"33923400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33923401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33923402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33923500";"Serviços de Consultoria"
"33923501";"Consultoria Contábil"
"33923502";"Consultoria Administrativa"
"33923503";"Consultoria Jurídica"
"33923599";"Outros Serviços de Consultoria"
"33923600";"Pessoa Física"
"33923601";"Locação de Imóvel"
"33923602";"Serviços de Natureza Eventual"
"33923603";"Estagiários e Monitores"
"33923604";"Contratação de Banda/Grupo Musical ou Profissional do Setor Artístico"
"33923605";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33923606";"Serviços prestados por profissionais técnicos em advocacia"
"33923607";"Serviços prestados por profissionais técnicos em contabilidade"
"33923608";"Serviços prestados por profissionais técnicos em engenharia/arquitetura"
"33923699";"Pessoa Física"
"33923700";"Obra"
"33923800";"Arrendamento Mercantil"
"33923900";"Pessoa Jurídica"
"33923901";"Publicidade e Propaganda"
"33923902";"Locação de Veículos"
"33923903";"Locação de Imóvel"
"33923904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33923905";"Transporte de Resíduos Sólidos (Lixo)"
"33923906";"Serviços de Informática"
"33923907";"Serviços Gráficos"
"33923908";"Passagens Aéreas"
"33923909";"Serviços de Telefonia"
"33923910";"Serviços de Energia Elétrica"
"33923911";"Serviços de Fornecimento de Água"
"33923912";"Serviços de Cópias e Encadernações"
"33923913";"Serviços de Postagens"
"33923914";"Transporte"
"33923915";"Locação de Software"
"33923916";"Locação de Máquinas e Tratores"
"33923917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33923918";"Contratação de Empresa/Banda/Grupo Musical ou Profissional do Setor Artístico"
"33923919";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33923920";"Locação de Banheiros Químicos"
"33923921";"Serviços prestados por empresas especializadas em advocacia"
"33923922";"Serviços prestados por empresas especializadas em contabilidade"
"33923923";"Serviços prestados por empresas especializadas em engenharia/arquitetura)"
"33923996";"Publicidade Institucional"
"33923997";"Publicidade de Utilidade Pública"
"33923998";"Publicidade Legal"
"33923999";"Pessoa Jurídica"
"33924000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33924100";"Contribuições"
"33924200";"Auxílios"
"33924300";"Subvenções Sociais"
"33924600";"Alimentação"
"33924700";"Obrigações Tributárias e Contributivas"
"33924800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33924900";"Transporte"
"33925900";"Pensões Especiais"
"33926700";"Depósitos Compulsórios"
"33929100";"Sentenças Judiciais"
"33929200";"Despesas de Exercícios Anteriores"
"33929201";"Publicidade e Propaganda"
"33929262";"Publicidade Institucional"
"33929263";"Publicidade de Utilidade Pública"
"33929264";"Publicidade Legal"
"33929299";"Outras Despesas de Exercícios Anteriores"
"33929300";"Indenizações e Restituições"
"33929400";"Indenizações e Restituições Trabalhistas"
"33929500";"Indenização pela Execução de Trabalhos de Campo"
"33929600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33929700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33929800";"Compensações ao RGPS"
"33930000";"Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fis"
"33930100";"Aposentadorias, Reserva Remunerada e Reformas"
"33930300";"Pensões do RPPS e do militar"
"33930400";"Contratação por Tempo Determinado"
"33930500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33930600";"Benefício Mensal ao Deficiente e ao Idoso"
"33930800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33931000";"Outros Benefícios de Natureza Social"
"33931400";"Diárias – Civil"
"33931500";"Diárias – Militar"
"33931800";"Auxílio Financeiro a Estudantes"
"33931900";"Fardamento"
"33932000";"Auxílio Financeiro a Pesquisadores"
"33932600";"Obrigações decorrentes de Política Monetária"
"33932700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33932800";"Remuneração de Cotas de Fundos Autárquicos"
"33933000";"Material de Consumo"
"33933001";"Suprimentos de Informática"
"33933002";"Combustíveis e Lubrificantes"
"33933003";"Material de Escritório, Expediente"
"33933004";"Medicamentos"
"33933005";"Material de Processamento de Dados"
"33933006";"Material para Manutenção de Veículos"
"33933007";"Material para Manutenção de Bens Móveis"
"33933008";"Material para Manutenção de Bens Imóveis"
"33933009";"Material para Manutenção de Máquinas e Embarcações"
"33933010";"Material Odontológico, Hospitalar e Ambulatorial"
"33933011";"Gêneros Alimentícios – Merenda Escolar"
"33933012";"Gêneros Alimentícios – Outros"
"33933099";"Material de Consumo – Outros"
"33933100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33933200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33933201";"Medicamentos para Distribuição Gratuita"
"33933202";"Cesta Básica"
"33933204";"Passagens"
"33933205";"Urnas Funerárias"
"33933299";"Outros Materiais para Distribuição Gratuita"
"33933300";"Passagens e Despesas com Locomoção"
"33933301";"Passagens Aéreas"
"33933400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33933401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33933402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33933500";"Serviços de Consultoria"
"33933600";"Pessoa Física"
"33933601";"Locação de Imóvel"
"33933602";"Serviços de Natureza Eventual"
"33933603";"Estagiários e Monitores"
"33933699";"Pessoa Física"
"33933700";"Obra"
"33933800";"Arrendamento Mercantil"
"33933900";"Pessoa Jurídica"
"33933901";"Publicidade e Propaganda"
"33933902";"Locação de Veículos"
"33933903";"Locação de Imóvel"
"33933904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33933905";"Transporte de Resíduos Sólidos (Lixo)"
"33933906";"Serviços de Informática"
"33933907";"Serviços Gráficos"
"33933908";"Passagens Aéreas"
"33933909";"Serviços de Telefonia"
"33933910";"Serviços de Energia Elétrica"
"33933911";"Serviços de Fornecimento de Água"
"33933912";"Serviços de Cópias e Encadernações"
"33933913";"Serviços de Postagens"
"33933914";"Transporte"
"33933915";"Locação de Software"
"33933916";"Locação de Máquinas e Tratores"
"33933917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33933999";"Pessoa Jurídica"
"33934000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33934100";"Contribuições"
"33934200";"Auxílios"
"33934300";"Subvenções Sociais"
"33934600";"Alimentação"
"33934700";"Obrigações Tributárias e Contributivas"
"33934800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33934900";"Transporte"
"33936700";"Depósitos Compulsórios"
"33939100";"Sentenças Judiciais"
"33939200";"Despesas de Exercícios Anteriores"
"33939300";"Indenizações e Restituições"
"33939400";"Indenizações e Restituições Trabalhistas"
"33939500";"Indenização pela Execução de Trabalhos de Campo"
"33939600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33939800";"Compensações ao RGPS"
"33940000";"Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fis"
"33940100";"Aposentadorias, Reserva Remunerada e Reformas"
"33940300";"Pensões do RPPS e do militar"
"33940400";"Contratação por Tempo Determinado"
"33940500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33940600";"Benefício Mensal ao Deficiente e ao Idoso"
"33940800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33941000";"Outros Benefícios de Natureza Social"
"33941400";"Diárias – Civil"
"33941500";"Diárias – Militar"
"33941800";"Auxílio Financeiro a Estudantes"
"33941900";"Fardamento"
"33942000";"Auxílio Financeiro a Pesquisadores"
"33942600";"Obrigações decorrentes de Política Monetária"
"33942700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33942800";"Remuneração de Cotas de Fundos Autárquicos"
"33943000";"Material de Consumo"
"33943001";"Suprimentos de Informática"
"33943002";"Combustíveis e Lubrificantes"
"33943003";"Material de Escritório, Expediente"
"33943004";"Medicamentos"
"33943005";"Material de Processamento de Dados"
"33943006";"Material para Manutenção de Veículos"
"33943007";"Material para Manutenção de Bens Móveis"
"33943008";"Material para Manutenção de Bens Imóveis"
"33943009";"Material para Manutenção de Máquinas e Embarcações"
"33943010";"Material Odontológico, Hospitalar e Ambulatorial"
"33943011";"Gêneros Alimentícios – Merenda Escolar"
"33943012";"Gêneros Alimentícios – Outros"
"33943099";"Material de Consumo – Outros"
"33943100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33943200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33943201";"Medicamentos para Distribuição Gratuita"
"33943202";"Cesta Básica"
"33943204";"Passagens"
"33943205";"Urnas Funerárias"
"33943299";"Outros Materiais para Distribuição Gratuita"
"33943300";"Passagens e Despesas com Locomoção"
"33943301";"Passagens Aéreas"
"33943400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33943401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33943402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33943500";"Serviços de Consultoria"
"33943600";"Pessoa Física"
"33943601";"Locação de Imóvel"
"33943602";"Serviços de Natureza Eventual"
"33943603";"Estagiários e Monitores"
"33943699";"Pessoa Física"
"33943700";"Obra"
"33943800";"Arrendamento Mercantil"
"33943900";"Pessoa Jurídica"
"33943901";"Publicidade e Propaganda"
"33943902";"Locação de Veículos"
"33943903";"Locação de Imóvel"
"33943904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33943905";"Transporte de Resíduos Sólidos (Lixo)"
"33943906";"Serviços de Informática"
"33943907";"Serviços Gráficos"
"33943908";"Passagens Aéreas"
"33943909";"Serviços de Telefonia"
"33943910";"Serviços de Energia Elétrica"
"33943911";"Serviços de Fornecimento de Água"
"33943912";"Serviços de Cópias e Encadernações"
"33943913";"Serviços de Postagens"
"33943914";"Transporte"
"33943915";"Locação de Software"
"33943916";"Locação de Máquinas e Tratores"
"33943917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33943999";"Pessoa Jurídica"
"33944000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33944100";"Contribuições"
"33944200";"Auxílios"
"33944300";"Subvenções Sociais"
"33944600";"Alimentação"
"33944700";"Obrigações Tributárias e Contributivas"
"33944800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33944900";"Transporte"
"33946700";"Depósitos Compulsórios"
"33949100";"Sentenças Judiciais"
"33949200";"Despesas de Exercícios Anteriores"
"33949300";"Indenizações e Restituições"
"33949400";"Indenizações e Restituições Trabalhistas"
"33949500";"Indenização pela Execução de Trabalhos de Campo"
"33949600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33949800";"Compensações ao RGPS"
"33950000";"Aplicações Diretas – LC 141 – Artigo 24"
"33950100";"Aposentadorias, Reserva Remunerada e Reformas"
"33950101";"Pagos com Recursos Vinculados (RPPS)"
"33950102";"Pagos com Recursos do Tesouro Municipal"
"33950300";"Pensões do RPPS e do militar"
"33950301";"Pagas com Recursos Vinculado (RPPS)"
"33950302";"Pagas com Recursos do Tesouro Municipal"
"33950400";"Contratação por Tempo Determinado"
"33950500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33950600";"Benefício Mensal ao Deficiente e ao Idoso"
"33950800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33951000";"Outros Benefícios de Natureza Social"
"33951400";"Diárias – Civil"
"33951500";"Diárias – Militar"
"33951800";"Auxílio Financeiro a Estudantes"
"33951900";"Fardamento"
"33952000";"Auxílio Financeiro a Pesquisadores"
"33952600";"Obrigações decorrentes de Política Monetária"
"33952700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33952800";"Remuneração de Cotas de Fundos Autárquicos"
"33953000";"Material de Consumo"
"33953001";"Suprimentos de Informática"
"33953002";"Combustíveis e Lubrificantes"
"33953003";"Material de Escritório, Expediente"
"33953004";"Medicamentos"
"33953005";"Material de Processamento de Dados"
"33953006";"Material para Manutenção de Veículos"
"33953007";"Material para Manutenção de Bens Móveis"
"33953008";"Material para Manutenção de Bens Imóveis"
"33953009";"Material para Manutenção de Máquinas e Embarcações"
"33953010";"Material Odontológico, Hospitalar e Ambulatorial"
"33953011";"Gêneros Alimentícios – Merenda Escolar"
"33953012";"Gêneros Alimentícios – Outros"
"33953099";"Material de Consumo – Outros"
"33953100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33953200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33953201";"Medicamentos para Distribuição Gratuita"
"33953202";"Cesta Básica"
"33953204";"Passagens"
"33953205";"Urnas Funerárias"
"33953299";"Outros Materiais para Distribuição Gratuita"
"33953300";"Passagens e Despesas com Locomoção"
"33953301";"Passagens Aéreas"
"33953302";"Passagens Terrestres"
"33953303";"Passagens Marítimas e Fluviais"
"33953399";"Outras Despesas com Locomoção"
"33953400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33953401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33953402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33953500";"Serviços de Consultoria"
"33953501";"Consultoria Contábil"
"33953502";"Consultoria Administrativa"
"33953503";"Consultoria Jurídica"
"33953599";"Outros Serviços de Consultoria"
"33953600";"Pessoa Física"
"33953601";"Locação de Imóvel"
"33953602";"Serviços de Natureza Eventual"
"33953603";"Estagiários e Monitores"
"33953604";"Contratação de Banda/Grupo Musical ou Profissional do Setor Artístico"
"33953605";"Locação, Confecção e Montagem de Cenários, Palcos, Sonorização,Tendas,Cadeiras e despesas correlatas"
"33953606";"Serviços prestados por profissionais técnicos em advocacia"
"33953607";"Serviços prestados por profissionais técnicos em contabilidade"
"33953608";"Serviços prestados por profissionais técnicos em engenharia/arquitetura"
"33953609";"Serviços de Telefonia"
"33953610";"Serviços de Energia Elétrica"
